level;id;profil_id;applicantcount;loannb;firstloan_amount;firstloan_type;firstloan_type_tax;firstloan_rate;firstloan_duration_years;firstloan_differ_months;contract_start_months;primary_applicant_sex;primary_applicant_age;primary_applicant_marital_status;post_code;primary_applicant_occupation_code;primary_applicant_contract;primary_applicant_working_time;primary_applicant_travel;primary_applicant_risk;primary_applicant_smoke;primary_applicant_share;contract_start_date;object;loan_effective;loan_one_year;lending_bank
FUR2018;333;FUR2018_333;Oui;1;237956;Amortissable;Fixe;1,36;22;0;0;Femme;35;Célibataire;80190;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;BNP Paribas
FUR2018;334;FUR2018_334;Oui;1;205346;Amortissable;Fixe;1,94;10;0;0;Homme;30;Marié;95720;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Autres;Prêt signé;Oui;Caisse d'Epargne
FUR2018;335;FUR2018_335;Oui;1;105121;Amortissable;Fixe;1,39;25;0;0;Homme;47;Célibataire;77410;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Credit Agricole
FUR2018;336;FUR2018_336;Oui;1;188987;Amortissable;Fixe;0,69;16;0;0;Femme;47;Marié;43490;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt à signer;;Banque populaire
FUR2018;337;FUR2018_337;Oui;1;137034;Amortissable;Fixe;5,59;11;0;0;Homme;34;Concubinage;93190;Salarié;CDI;Temps partiel;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Caisse d'Epargne
FUR2018;338;FUR2018_338;Oui;1;223287;Amortissable;Fixe;1,86;24;0;0;Homme;32;Marié;48190;Fonctionnaire;Intérimaire;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Société Générale
FUR2018;339;FUR2018_339;Oui;1;155853;In Fine;Fixe;1,27;18;0;4;Homme;25;Marié;02210;Salarié;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Je ne sais pas
FUR2018;340;FUR2018_340;Oui;1;67030;Amortissable;Fixe;1,45;18;0;5;Homme;33;Célibataire;24500;Etudiant;;;;;Non;1;;Résidence principale;Prêt à signer;;Caisse d'Epargne
FUR2018;341;FUR2018_341;Oui;1;20493;Amortissable;Variable;1,25;15;22;0;Femme;47;Marié;85320;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Je ne sais pas
FUR2018;342;FUR2018_342;Oui;1;119100;Amortissable;Fixe;1,26;16;0;0;Homme;31;Marié;13200;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Oui;Oui;1;;Résidence principale;Prêt à signer;;CIC
FUR2018;343;FUR2018_343;Oui;1;154815;Amortissable;Fixe;1,94;17;0;0;Femme;31;Concubinage;25640;Chef d'entreprise;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Société Générale
FUR2018;344;FUR2018_344;Oui;1;161957;Amortissable;Variable;2,37;27;0;0;Femme;55;Marié;26110;Fonctionnaire;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Banque populaire
FUR2018;345;FUR2018_345;Oui;1;241279;Amortissable;Fixe;1,01;23;0;0;Homme;41;Célibataire;62760;Salarié;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Banque postale
FUR2018;346;FUR2018_346;Oui;1;288399;Amortissable;Fixe;1,46;28;0;4;Femme;56;Pacs;77130;Salarié;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;347;FUR2018_347;Oui;1;103579;Amortissable;Fixe;1,39;24;0;11;Femme;43;Pacs;95700;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Autre
FUR2018;348;FUR2018_348;Oui;1;216725;Amortissable;Fixe;2,45;27;0;0;Femme;42;Marié;95170;Artisan;CDI;Temps plein;Plus de 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Banque postale
FUR2018;349;FUR2018_349;Oui;1;212819;Amortissable;Fixe;2,49;22;0;0;Homme;35;Concubinage;27600;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt à signer;;Caisse d'Epargne
FUR2018;350;FUR2018_350;Oui;1;248783;Amortissable;Variable;1,16;29;0;0;Homme;38;Célibataire;68120;Chef d'entreprise;CDI;Temps partiel;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Société Générale
FUR2018;351;FUR2018_351;Oui;1;281155;Amortissable;Fixe;1,99;20;0;0;Homme;38;Concubinage;33390;Fonctionnaire;Intérimaire;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit mutuel
FUR2018;352;FUR2018_352;Oui;1;396037;Amortissable;Fixe;1,23;2;0;5;Homme;46;Marié;13111;Salarié;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence secondaire;Prêt à signer;;Credit Agricole
FUR2018;353;FUR2018_353;Oui;1;243285;Amortissable;Fixe;1,8;18;0;4;Homme;37;Marié;88410;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;LCL
FUR2018;354;FUR2018_354;Oui;1;169978;Amortissable;Fixe;1,58;15;0;5;Homme;32;Pacs;21121;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Non;Boursorama
FUR2018;355;FUR2018_355;Oui;1;110600;Amortissable;Fixe;0,41;28;36;0;Homme;47;Célibataire;88120;Chef d'entreprise;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Foncier de France
FUR2018;356;FUR2018_356;Oui;1;195471;Amortissable;Fixe;1,05;10;0;1;Femme;37;Pacs;62760;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Banque populaire
FUR2018;357;FUR2018_357;Oui;1;118930;Amortissable;Fixe;1,09;20;6;0;Femme;54;Marié;72210;Salarié;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Foncier de France
FUR2018;358;FUR2018_358;Oui;1;203611;Amortissable;Fixe;4,04;27;0;0;Homme;35;Marié;05130;Enseignant;CDI;Temps partiel;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Caisse d'Epargne
FUR2018;359;FUR2018_359;Oui;1;121856;Amortissable;Fixe;2,32;24;0;0;Femme;44;Marié;77174;Salarié;Saisonnier;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit Agricole
FUR2018;360;FUR2018_360;Oui;1;164768;Amortissable;Fixe;1,74;15;0;6;Femme;31;Concubinage;02310;Chef d'entreprise;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Oui;1;;Autres;Prêt signé;Oui;Credit Agricole
FUR2018;361;FUR2018_361;Oui;1;58837;Amortissable;Fixe;1,21;16;0;3;Femme;41;Célibataire;23300;Profession Libérale;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit Agricole
FUR2018;362;FUR2018_362;Oui;1;112176;Amortissable;Fixe;1,72;29;0;2;Homme;52;Pacs;78360;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Oui;Autre
FUR2018;363;FUR2018_363;Oui;1;54068;Amortissable;Fixe;1,84;22;0;0;Femme;49;Marié;62760;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Autres;Prêt à signer;;Banque postale
FUR2018;364;FUR2018_364;Oui;1;232563;Amortissable;Fixe;1,92;29;0;0;Homme;43;Célibataire;33840;Agriculteur;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt à signer;;ING Direct
FUR2018;365;FUR2018_365;Oui;1;268918;Amortissable;Fixe;1,47;21;0;0;Homme;48;Concubinage;05110;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Caisse d'Epargne
FUR2018;366;FUR2018_366;Oui;1;321333;Amortissable;Fixe;1,04;13;0;3;Femme;33;Marié;93230;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;367;FUR2018_367;Oui;1;14569;Amortissable;Fixe;1,46;14;0;0;Femme;43;Marié;94200;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit Agricole
FUR2018;368;FUR2018_368;Oui;1;321181;Amortissable;Fixe;1,33;9;0;0;Homme;38;Pacs;88260;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Banque populaire
FUR2018;369;FUR2018_369;Oui;1;145738;Amortissable;Fixe;1,18;28;0;0;Femme;59;Célibataire;44360;Salarié cadre;CDI;Temps partiel;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Autre
FUR2018;370;FUR2018_370;Oui;1;174990;Amortissable;Fixe;2,33;23;0;0;Homme;34;Marié;77450;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;CIC
FUR2018;371;FUR2018_371;Oui;1;11984;Amortissable;Fixe;1,23;14;0;0;Femme;33;Célibataire;77510;Fonctionnaire;CDD;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Autres;Prêt à signer;;Banque postale
FUR2018;372;FUR2018_372;Oui;1;11148;Amortissable;Fixe;1,38;5;0;4;Homme;31;Marié;08090;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Autres;Prêt à signer;;Credit Agricole
FUR2018;373;FUR2018_373;Oui;1;65491;Amortissable;Fixe;1,32;17;0;0;Homme;50;Pacs;02510;Artisan;Intérimaire;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;LCL
FUR2018;374;FUR2018_374;Oui;1;45219;Amortissable;Fixe;1,86;11;0;0;Femme;47;Pacs;91690;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Société Générale
FUR2018;375;FUR2018_375;Oui;1;118860;Amortissable;Fixe;2,08;20;0;1;Homme;36;Marié;22130;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit Agricole
FUR2018;376;FUR2018_376;Oui;1;26103;Amortissable;Fixe;1,97;13;0;1;Homme;26;Marié;44230;Fonctionnaire;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;377;FUR2018_377;Oui;1;175283;Amortissable;Fixe;1,19;17;0;0;Homme;47;Concubinage;88700;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit Agricole
FUR2018;378;FUR2018_378;Oui;1;158297;Amortissable;Fixe;1,85;24;0;0;Homme;50;Concubinage;44118;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt à signer;;Banque populaire
FUR2018;379;FUR2018_379;Oui;1;278142;Amortissable;Fixe;1,7;28;0;0;Homme;58;Célibataire;48300;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Oui;Banque postale
FUR2018;380;FUR2018_380;Oui;1;80133;Amortissable;Fixe;1,45;18;34;3;Homme;34;Concubinage;47130;Salarié cadre;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Société Générale
FUR2018;381;FUR2018_381;Oui;1;60873;Amortissable;Fixe;1;12;0;1;Femme;41;Concubinage;95420;Salarié;Intérimaire;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Autre
FUR2018;382;FUR2018_382;Oui;1;255370;Amortissable;Fixe;1,58;24;0;0;Homme;49;Marié;80800;Chef d'entreprise;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit Agricole
FUR2018;383;FUR2018_383;Oui;1;146054;Amortissable;Fixe;1,53;18;0;1;Homme;44;Marié;92250;Profession Libérale;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Banque populaire
FUR2018;384;FUR2018_384;Oui;1;127185;Amortissable;Fixe;2,41;1;0;2;Homme;30;Marié;27520;Fonctionnaire;CDI;Temps partiel;Moins de 15.000 km par an;Oui;Non;1;;Résidence principale;Prêt signé;Non;Credit Agricole
FUR2018;385;FUR2018_385;Oui;1;226269;Amortissable;Fixe;0,53;20;0;0;Femme;38;Pacs;69970;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Banque postale
FUR2018;386;FUR2018_386;Oui;1;202523;Amortissable;Fixe;2,63;17;0;0;Homme;33;Marié;77171;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt signé;Non;Banque populaire
FUR2018;387;FUR2018_387;Oui;1;27378;Amortissable;Fixe;1,54;12;0;0;Femme;36;Marié;01390;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Résidence principale;Prêt à signer;;LCL
FUR2018;388;FUR2018_388;Oui;1;148425;Amortissable;Fixe;1,67;23;21;0;Homme;42;Pacs;27190;Artisan;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Investissement locatif;Prêt à signer;;Caisse d'Epargne
FUR2018;389;FUR2018_389;Oui;1;189803;Amortissable;Fixe;1,3;20;0;5;Homme;33;Divorcé;84110;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Autre
FUR2018;390;FUR2018_390;Oui;1;145572;Amortissable;Fixe;1,57;14;0;0;Femme;46;Marié;69590;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Non;Société Générale
FUR2018;391;FUR2018_391;Oui;1;274375;Amortissable;Fixe;2,13;7;0;5;Homme;63;Marié;67470;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;CIC
FUR2018;392;FUR2018_392;Oui;1;75726;Amortissable;Fixe;1,6;24;0;0;Homme;55;Célibataire;95560;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit mutuel
FUR2018;393;FUR2018_393;Oui;1;151640;Amortissable;Fixe;1,17;20;0;0;Homme;33;Pacs;68127;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Autre
FUR2018;394;FUR2018_394;Oui;1;153556;Amortissable;Fixe;3,95;8;22;0;Homme;50;Pacs;33190;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Foncier de France
FUR2018;395;FUR2018_395;Oui;1;118552;Amortissable;Fixe;2,16;11;0;1;Femme;29;Célibataire;30630;Profession Libérale;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;396;FUR2018_396;Oui;1;129824;Amortissable;Fixe;2,23;28;0;0;Homme;40;Concubinage;78860;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Autres;Prêt signé;Non;Credit Agricole
FUR2018;397;FUR2018_397;Oui;1;126755;Amortissable;Fixe;1,61;28;0;0;Homme;39;Marié;95640;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Je ne sais pas
FUR2018;398;FUR2018_398;Oui;1;65171;Amortissable;Fixe;1,28;19;0;5;Homme;52;Pacs;26240;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence secondaire;Prêt signé;Non;Je ne sais pas
FUR2018;399;FUR2018_399;Oui;1;55347;Amortissable;Fixe;1,71;28;0;2;Homme;37;Marié;27570;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Banque populaire
FUR2018;400;FUR2018_400;Oui;1;194782;Amortissable;Fixe;1,24;17;0;0;Homme;37;Marié;26750;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;401;FUR2018_401;Oui;1;65779;Amortissable;Fixe;1,62;22;0;0;Homme;30;Concubinage;17470;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;402;FUR2018_402;Oui;1;120783;Amortissable;Fixe;2,02;17;0;0;Femme;42;Pacs;13015;Au foyer;;;;;Non;1;;Résidence principale;Prêt signé;Non;Je ne sais pas
FUR2018;403;FUR2018_403;Oui;1;334126;Amortissable;Fixe;1,4;17;0;0;Homme;47;Célibataire;85540;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Société Générale
FUR2018;404;FUR2018_404;Oui;1;118271;Amortissable;Fixe;1,26;30;0;4;Homme;51;Marié;62760;Salarié;CDI;Temps partiel;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Caisse d'Epargne
FUR2018;405;FUR2018_405;Oui;1;136223;Amortissable;Fixe;2,17;27;0;4;Homme;46;Marié;13480;Salarié;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Credit mutuel
FUR2018;406;FUR2018_406;Oui;1;156488;In Fine;Fixe;1,74;20;0;5;Homme;53;Concubinage;88240;Salarié cadre;CDD;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit mutuel
FUR2018;407;FUR2018_407;Oui;1;83402;Amortissable;Fixe;1,73;12;4;5;Homme;42;Concubinage;80430;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;BNP Paribas
FUR2018;408;FUR2018_408;Oui;1;67863;Amortissable;Fixe;1,52;21;0;3;Homme;32;Marié;11380;Chef d'entreprise;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Caisse d'Epargne
FUR2018;409;FUR2018_409;Oui;1;179658;Amortissable;Fixe;1,64;23;0;0;Femme;38;Pacs;07230;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;CIC
FUR2018;410;FUR2018_410;Oui;1;110463;Amortissable;Fixe;1,6;18;0;0;Femme;28;Concubinage;15300;Profession Libérale;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit Agricole
FUR2018;411;FUR2018_411;Oui;1;19172;Amortissable;Fixe;8,84;6;0;0;Femme;49;Divorcé;38690;Salarié cadre;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Oui;1;;Résidence principale;Prêt à signer;;Boursorama
FUR2018;412;FUR2018_412;Oui;1;169178;Amortissable;Fixe;1,52;27;0;0;Homme;55;Marié;47210;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit Foncier de France
FUR2018;413;FUR2018_413;Oui;1;239833;Amortissable;Fixe;1,57;17;0;0;Homme;37;Marié;41300;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;LCL
FUR2018;414;FUR2018_414;Oui;1;140087;Amortissable;Fixe;0,4;29;0;5;Homme;37;Pacs;69610;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Credit Agricole
FUR2018;415;FUR2018_415;Oui;1;123525;Amortissable;Fixe;1,68;28;0;0;Homme;55;Célibataire;13510;Salarié;CDD;Temps partiel;Moins de 15.000 km par an;Oui;Non;1;;Résidence principale;Prêt signé;Non;Caisse d'Epargne
FUR2018;416;FUR2018_416;Oui;1;179033;Amortissable;Fixe;0,66;16;0;2;Homme;36;Concubinage;07190;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Société Générale
FUR2018;417;FUR2018_417;Oui;1;272429;Amortissable;Fixe;1,84;11;0;3;Femme;34;Concubinage;67340;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Oui;Société Générale
FUR2018;418;FUR2018_418;Oui;1;123637;Amortissable;Fixe;5,26;24;0;0;Femme;37;Pacs;95450;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Foncier de France
FUR2018;419;FUR2018_419;Oui;1;13438;Amortissable;Fixe;2,12;15;0;4;Femme;36;Marié;76730;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt signé;Non;Credit mutuel
FUR2018;420;FUR2018_420;Oui;1;151774;Amortissable;Fixe;2,54;11;0;0;Homme;30;Concubinage;44320;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Investissement locatif;Prêt à signer;;BNP Paribas
FUR2018;421;FUR2018_421;Oui;1;279564;Amortissable;Fixe;1,81;20;0;3;Homme;33;Concubinage;48110;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Autres;Prêt signé;Non;Je ne sais pas
FUR2018;422;FUR2018_422;Oui;1;185972;Amortissable;Fixe;2,57;16;0;11;Femme;49;Marié;32290;Fonctionnaire;Saisonnier;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit mutuel
FUR2018;423;FUR2018_423;Oui;1;58889;In Fine;Fixe;1,58;29;0;4;Femme;47;Concubinage;95420;Fonctionnaire;Intérimaire;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Société Générale
FUR2018;424;FUR2018_424;Oui;1;191461;Amortissable;Fixe;1,95;17;0;2;Homme;31;Marié;95490;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Caisse d'Epargne
FUR2018;425;FUR2018_425;Oui;1;149798;Amortissable;Fixe;3,49;7;0;0;Homme;53;Marié;77230;Enseignant;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Banque populaire
FUR2018;426;FUR2018_426;Oui;1;199697;Amortissable;Fixe;3,72;18;0;0;Femme;26;Marié;71490;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Société Générale
FUR2018;427;FUR2018_427;Oui;1;196690;Amortissable;Fixe;1,63;19;0;0;Homme;39;Marié;40230;Profession Libérale;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Investissement locatif;Prêt signé;Oui;Caisse d'Epargne
FUR2018;428;FUR2018_428;Oui;1;29974;Amortissable;Fixe;1,5;14;0;1;Femme;27;Marié;88650;Chef d'entreprise;CDD;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit Agricole
FUR2018;429;FUR2018_429;Oui;1;65192;Amortissable;Fixe;2,04;19;0;0;Homme;57;Marié;24450;Salarié;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Oui;Non;1;;Autres;Prêt à signer;;Credit Agricole
FUR2018;430;FUR2018_430;Oui;1;121970;Amortissable;Fixe;1,71;25;0;0;Femme;44;Concubinage;62760;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Caisse d'Epargne
FUR2018;431;FUR2018_431;Oui;1;125888;Amortissable;Fixe;1,33;18;0;4;Homme;52;Célibataire;88530;Fonctionnaire;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;HSBC
FUR2018;432;FUR2018_432;Oui;1;216441;Amortissable;Fixe;1,54;18;0;2;Homme;46;Célibataire;35610;Etudiant;;;;;Non;1;;Résidence principale;Prêt à signer;;LCL
FUR2018;433;FUR2018_433;Oui;1;247702;Amortissable;Fixe;1,77;26;0;5;Femme;46;Célibataire;77550;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Credit Agricole
FUR2018;434;FUR2018_434;Oui;1;195502;Amortissable;Fixe;2,95;29;0;5;Femme;24;Pacs;95000;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Banque postale
FUR2018;435;FUR2018_435;Oui;1;93575;Amortissable;Fixe;1,04;23;0;0;Homme;30;Concubinage;89420;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit mutuel
FUR2018;436;FUR2018_436;Oui;1;244445;Amortissable;Fixe;0,61;18;0;3;Homme;47;Marié;84160;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit mutuel
FUR2018;437;FUR2018_437;Oui;1;199734;Amortissable;Fixe;2,49;16;0;2;Homme;32;Marié;05110;Artisan;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Non;Société Générale
FUR2018;438;FUR2018_438;Oui;1;142181;Amortissable;Fixe;2,61;19;0;4;Femme;42;Pacs;84340;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;LCL
FUR2018;439;FUR2018_439;Oui;1;139278;Amortissable;Fixe;1,72;28;0;0;Homme;39;Célibataire;26400;Salarié;CDI;Temps plein;Entre 15.000 et 30.000 km par an;Non;Non;1;;Autres;Prêt à signer;;Autre
FUR2018;440;FUR2018_440;Oui;1;91142;Amortissable;Fixe;1,82;16;0;2;Homme;56;Marié;33410;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;Credit mutuel
FUR2018;441;FUR2018_441;Oui;1;227876;Amortissable;Fixe;2,17;13;0;0;Homme;24;Marié;23250;Salarié cadre;CDI;Temps plein;Moins de 15.000 km par an;Non;Oui;1;;Investissement locatif;Prêt à signer;;LCL
FUR2018;442;FUR2018_442;Oui;1;72931;Amortissable;Fixe;3,38;26;0;0;Homme;54;Marié;84160;Chef d'entreprise;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt signé;Oui;CIC
FUR2018;443;FUR2018_443;Oui;1;267762;Amortissable;Fixe;1,16;27;0;1;Homme;47;Pacs;83570;Salarié;CDI;Temps plein;Moins de 15.000 km par an;Non;Non;1;;Résidence principale;Prêt à signer;;Credit mutuel
